"annotation_id","annotator","created_at","id","img","kp-1","lead_time","updated_at"
189,"1","2025-05-12T17:17:01.657281Z",232,"/data/upload/5/6d846bb8-image_10_D35.png","[{""x"":17.05927051671732,""y"":60.030395136778104,""width"":0.3872966692486445,""keypointlabels"":[""MES""],""original_width"":1024,""original_height"":512}]",3.612,"2025-05-12T17:17:01.657313Z"
190,"1","2025-05-12T17:17:16.800443Z",233,"/data/upload/5/9e2080c1-image_11_D35.png","[{""x"":38.107902735562305,""y"":47.87234042553191,""width"":0.3872966692486445,""keypointlabels"":[""MES""],""original_width"":1024,""original_height"":512},{""x"":38.031914893617014,""y"":52.127659574468076,""width"":0.3872966692486445,""keypointlabels"":[""OTHER""],""original_width"":1024,""original_height"":512},{""x"":19.870820668693003,""y"":34.34650455927051,""width"":0.3872966692486445,""keypointlabels"":[""OTHER""],""original_width"":1024,""original_height"":512},{""x"":18.199088145896646,""y"":37.84194528875379,""width"":0.3872966692486445,""keypointlabels"":[""OTHER""],""original_width"":1024,""original_height"":512},{""x"":17.135258358662604,""y"":32.37082066869299,""width"":0.3872966692486445,""keypointlabels"":[""OTHER""],""original_width"":1024,""original_height"":512},{""x"":21.31458966565349,""y"":37.68996960486321,""width"":0.3872966692486445,""keypointlabels"":[""OTHER""],""original_width"":1024,""original_height"":512},{""x"":19.79483282674771,""y"":40.12158054711245,""width"":0.3872966692486445,""keypointlabels"":[""OTHER""],""original_width"":1024,""original_height"":512}]",12.837,"2025-05-12T17:17:16.800474Z"
191,"1","2025-05-12T17:17:34.353703Z",234,"/data/upload/5/3dcb0c73-image_12_D35.png","[{""x"":27.08966565349543,""y"":58.20668693009118,""width"":0.3872966692486445,""keypointlabels"":[""OTHER""],""original_width"":1024,""original_height"":512},{""x"":25.03799392097264,""y"":56.6869300911854,""width"":0.3872966692486445,""keypointlabels"":[""OTHER""],""original_width"":1024,""original_height"":512},{""x"":26.557750759878413,""y"":63.525835866261396,""width"":0.3872966692486445,""keypointlabels"":[""OTHER""],""original_width"":1024,""original_height"":512},{""x"":24.810030395136774,""y"":62.158054711246194,""width"":0.3872966692486445,""keypointlabels"":[""OTHER""],""original_width"":1024,""original_height"":512},{""x"":22.37841945288753,""y"":65.80547112462006,""width"":0.3872966692486445,""keypointlabels"":[""OTHER""],""original_width"":1024,""original_height"":512},{""x"":25.113981762917923,""y"":67.02127659574467,""width"":0.3872966692486445,""keypointlabels"":[""OTHER""],""original_width"":1024,""original_height"":512},{""x"":20.402735562310024,""y"":60.94224924012157,""width"":0.3872966692486445,""keypointlabels"":[""OTHER""],""original_width"":1024,""original_height"":512},{""x"":20.326747720364736,""y"":63.37386018237081,""width"":0.3872966692486445,""keypointlabels"":[""OTHER""],""original_width"":1024,""original_height"":512}]",16.052,"2025-05-12T17:17:34.353736Z"
192,"1","2025-05-12T17:17:45.609002Z",235,"/data/upload/5/fb884843-image_13_D35.png","[{""x"":23.082881487219208,""y"":55.30596436870643,""width"":0.3872966692486445,""keypointlabels"":[""MES""],""original_width"":1024,""original_height"":512},{""x"":24.244771494965143,""y"":50.34856700232378,""width"":0.3872966692486445,""keypointlabels"":[""OTHER""],""original_width"":1024,""original_height"":512},{""x"":25.17428350116189,""y"":46.47560030983733,""width"":0.3872966692486445,""keypointlabels"":[""OTHER""],""original_width"":1024,""original_height"":512},{""x"":25.79395817195972,""y"":50.038729666924866,""width"":0.3872966692486445,""keypointlabels"":[""OTHER""],""original_width"":1024,""original_height"":512},{""x"":28.272656855151045,""y"":50.038729666924866,""width"":0.3872966692486445,""keypointlabels"":[""OTHER""],""original_width"":1024,""original_height"":512},{""x"":28.350116189000772,""y"":52.362509682416736,""width"":0.3872966692486445,""keypointlabels"":[""OTHER""],""original_width"":1024,""original_height"":512},{""x"":26.955848179705654,""y"":55.30596436870643,""width"":0.3872966692486445,""keypointlabels"":[""OTHER""],""original_width"":1024,""original_height"":512},{""x"":26.723470178156468,""y"":43.22230828814872,""width"":0.3872966692486445,""keypointlabels"":[""OTHER""],""original_width"":1024,""original_height"":512}]",9.582,"2025-05-12T17:17:45.609038Z"
193,"1","2025-05-12T17:17:57.114931Z",236,"/data/upload/5/8ef7addb-image_14_D35.png","[{""x"":29.141337386018236,""y"":58.35866261398175,""width"":0.3872966692486445,""keypointlabels"":[""MES""],""original_width"":1024,""original_height"":512},{""x"":26.025835866261392,""y"":64.43768996960485,""width"":0.3872966692486445,""keypointlabels"":[""OTHER""],""original_width"":1024,""original_height"":512},{""x"":22.37841945288753,""y"":59.118541033434646,""width"":0.3872966692486445,""keypointlabels"":[""OTHER""],""original_width"":1024,""original_height"":512},{""x"":27.241641337386014,""y"":54.71124620060789,""width"":0.3872966692486445,""keypointlabels"":[""OTHER""],""original_width"":1024,""original_height"":512}]",7.481,"2025-05-12T17:17:57.114970Z"
194,"1","2025-05-12T17:18:09.411963Z",237,"/data/upload/5/c4e6ddd5-image_15_D35.png","[{""x"":16.14741641337385,""y"":39.66565349544073,""width"":0.3872966692486445,""keypointlabels"":[""OTHER""],""original_width"":1024,""original_height"":512},{""x"":16.527355623100295,""y"":43.161094224924,""width"":0.3872966692486445,""keypointlabels"":[""OTHER""],""original_width"":1024,""original_height"":512},{""x"":15.463525835866253,""y"":46.80851063829787,""width"":0.3872966692486445,""keypointlabels"":[""OTHER""],""original_width"":1024,""original_height"":512},{""x"":13.563829787234036,""y"":43.920972644376896,""width"":0.3872966692486445,""keypointlabels"":[""OTHER""],""original_width"":1024,""original_height"":512},{""x"":13.411854103343456,""y"":46.960486322188444,""width"":0.3872966692486445,""keypointlabels"":[""OTHER""],""original_width"":1024,""original_height"":512},{""x"":13.791793313069899,""y"":52.127659574468076,""width"":0.3872966692486445,""keypointlabels"":[""OTHER""],""original_width"":1024,""original_height"":512},{""x"":16.299392097264427,""y"":49.240121580547076,""width"":0.3872966692486445,""keypointlabels"":[""OTHER""],""original_width"":1024,""original_height"":512}]",11.024,"2025-05-12T17:18:09.411994Z"
195,"1","2025-05-12T17:18:38.511071Z",238,"/data/upload/5/9064e88c-image_16_D35.png","[{""x"":24.864446165762974,""y"":69.713400464756,""width"":0.3872966692486445,""keypointlabels"":[""OTHER""],""original_width"":1024,""original_height"":512},{""x"":27.265685515104572,""y"":65.99535243996901,""width"":0.3872966692486445,""keypointlabels"":[""OTHER""],""original_width"":1024,""original_height"":512},{""x"":27.885360185902403,""y"":59.798605731990705,""width"":0.3872966692486445,""keypointlabels"":[""OTHER""],""original_width"":1024,""original_height"":512},{""x"":25.25174283501162,""y"":59.33384972889233,""width"":0.3872966692486445,""keypointlabels"":[""OTHER""],""original_width"":1024,""original_height"":512},{""x"":32.06816421378776,""y"":61.50271107668473,""width"":0.3872966692486445,""keypointlabels"":[""OTHER""],""original_width"":1024,""original_height"":512},{""x"":33.92718822618125,""y"":60.263361735089084,""width"":0.3872966692486445,""keypointlabels"":[""OTHER""],""original_width"":1024,""original_height"":512},{""x"":29.666924864446166,""y"":65.6855151045701,""width"":0.3872966692486445,""keypointlabels"":[""OTHER""],""original_width"":1024,""original_height"":512},{""x"":30.518977536793184,""y"":69.86831913245545,""width"":0.3872966692486445,""keypointlabels"":[""OTHER""],""original_width"":1024,""original_height"":512},{""x"":28.814872192099152,""y"":71.26258714175057,""width"":0.3872966692486445,""keypointlabels"":[""OTHER""],""original_width"":1024,""original_height"":512}]",19.869,"2025-05-12T17:18:38.511111Z"
196,"1","2025-05-12T17:19:20.106452Z",239,"/data/upload/5/bc7d5967-image_17_D35.png","[{""x"":20.836560805577083,""y"":51.742835011618894,""width"":0.3872966692486445,""keypointlabels"":[""OTHER""],""original_width"":1024,""original_height"":512},{""x"":18.512780790085205,""y"":48.489542989930285,""width"":0.3872966692486445,""keypointlabels"":[""OTHER""],""original_width"":1024,""original_height"":512},{""x"":23.857474825716498,""y"":54.996127033307516,""width"":0.3872966692486445,""keypointlabels"":[""OTHER""],""original_width"":1024,""original_height"":512},{""x"":22.927962819519752,""y"":45.23625096824168,""width"":0.3872966692486445,""keypointlabels"":[""ADR""],""original_width"":1024,""original_height"":512},{""x"":21.766072811773817,""y"":43.6870642912471,""width"":0.3872966692486445,""keypointlabels"":[""OTHER""],""original_width"":1024,""original_height"":512},{""x"":19.132455460883037,""y"":44.46165762974438,""width"":0.3872966692486445,""keypointlabels"":[""OTHER""],""original_width"":1024,""original_height"":512},{""x"":22.927962819519752,""y"":41.36328427575523,""width"":0.3872966692486445,""keypointlabels"":[""OTHER""],""original_width"":1024,""original_height"":512},{""x"":5.267234701781565,""y"":42.29279628195198,""width"":0.3872966692486445,""keypointlabels"":[""OTHER""],""original_width"":1024,""original_height"":512},{""x"":1.9364833462432223,""y"":42.13787761425252,""width"":0.3872966692486445,""keypointlabels"":[""OTHER""],""original_width"":1024,""original_height"":512},{""x"":21.223857474825717,""y"":57.164988381099924,""width"":0.3872966692486445,""keypointlabels"":[""OTHER""],""original_width"":1024,""original_height"":512},{""x"":8.830364058869094,""y"":43.22230828814872,""width"":0.3872966692486445,""keypointlabels"":[""ADR""],""original_width"":1024,""original_height"":512},{""x"":10.844306738962045,""y"":44.46165762974438,""width"":0.3872966692486445,""keypointlabels"":[""ADR""],""original_width"":1024,""original_height"":512},{""x"":13.168086754453912,""y"":46.47560030983733,""width"":0.3872966692486445,""keypointlabels"":[""OTHER""],""original_width"":1024,""original_height"":512},{""x"":13.245546088303643,""y"":44.15182029434547,""width"":0.3872966692486445,""keypointlabels"":[""OTHER""],""original_width"":1024,""original_height"":512},{""x"":14.717273431448488,""y"":46.630518977536795,""width"":0.3872966692486445,""keypointlabels"":[""OTHER""],""original_width"":1024,""original_height"":512},{""x"":24.941905499612705,""y"":42.6026336173509,""width"":0.3872966692486445,""keypointlabels"":[""ADR""],""original_width"":1024,""original_height"":512},{""x"":24.244771494965143,""y"":35.47637490317583,""width"":0.3872966692486445,""keypointlabels"":[""ADR""],""original_width"":1024,""original_height"":512},{""x"":25.79395817195972,""y"":37.64523625096824,""width"":0.3872966692486445,""keypointlabels"":[""ADR""],""original_width"":1024,""original_height"":512},{""x"":27.73044151820294,""y"":38.8845855925639,""width"":0.3872966692486445,""keypointlabels"":[""ADR""],""original_width"":1024,""original_height"":512},{""x"":27.652982184353213,""y"":42.75755228505035,""width"":0.3872966692486445,""keypointlabels"":[""ADR""],""original_width"":1024,""original_height"":512},{""x"":24.47714949651433,""y"":48.95429899302866,""width"":0.3872966692486445,""keypointlabels"":[""OTHER""],""original_width"":1024,""original_height"":512},{""x"":28.117738187451586,""y"":46.78543764523625,""width"":0.3872966692486445,""keypointlabels"":[""OTHER""],""original_width"":1024,""original_height"":512},{""x"":30.8288148721921,""y"":45.54608830364059,""width"":0.3872966692486445,""keypointlabels"":[""OTHER""],""original_width"":1024,""original_height"":512}]",132.753,"2025-05-12T17:22:54.399609Z"
197,"1","2025-05-12T17:19:30.760414Z",240,"/data/upload/5/4f84b9cc-image_18_D35.png","[{""x"":30.053191489361698,""y"":63.06990881458966,""width"":0.3872966692486445,""keypointlabels"":[""MES""],""original_width"":1024,""original_height"":512},{""x"":30.205167173252274,""y"":67.17325227963525,""width"":0.3872966692486445,""keypointlabels"":[""OTHER""],""original_width"":1024,""original_height"":512},{""x"":25.645896656534944,""y"":56.534954407294826,""width"":0.3872966692486445,""keypointlabels"":[""OTHER""],""original_width"":1024,""original_height"":512},{""x"":23.13829787234042,""y"":49.999999999999986,""width"":0.3872966692486445,""keypointlabels"":[""OTHER""],""original_width"":1024,""original_height"":512}]",9.109,"2025-05-12T17:19:30.760446Z"
198,"1","2025-05-12T17:20:38.341575Z",241,"/data/upload/5/a1e37832-image_19_D35.png","[{""x"":25.096824167312175,""y"":28.65995352439969,""width"":0.3872966692486445,""keypointlabels"":[""MES""],""original_width"":1024,""original_height"":512},{""x"":24.3996901626646,""y"":44.7714949651433,""width"":0.3872966692486445,""keypointlabels"":[""ADR""],""original_width"":1024,""original_height"":512},{""x"":23.00542215336948,""y"":52.672347017815646,""width"":0.3872966692486445,""keypointlabels"":[""ADR""],""original_width"":1024,""original_height"":512},{""x"":23.16034082106894,""y"":49.41905499612703,""width"":0.3872966692486445,""keypointlabels"":[""OTHER""],""original_width"":1024,""original_height"":512},{""x"":25.484120836560802,""y"":50.968241673121604,""width"":0.3872966692486445,""keypointlabels"":[""ADR""],""original_width"":1024,""original_height"":512},{""x"":20.75910147172734,""y"":43.996901626646014,""width"":0.3872966692486445,""keypointlabels"":[""OTHER""],""original_width"":1024,""original_height"":512},{""x"":20.061967467079782,""y"":50.038729666924866,""width"":0.3872966692486445,""keypointlabels"":[""OTHER""],""original_width"":1024,""original_height"":512},{""x"":20.061967467079782,""y"":55.15104570100697,""width"":0.3872966692486445,""keypointlabels"":[""OTHER""],""original_width"":1024,""original_height"":512},{""x"":18.590240123934933,""y"":58.24941905499613,""width"":0.3872966692486445,""keypointlabels"":[""ADR""],""original_width"":1024,""original_height"":512},{""x"":20.99147947327653,""y"":59.95352439969016,""width"":0.3872966692486445,""keypointlabels"":[""OTHER""],""original_width"":1024,""original_height"":512},{""x"":22.075910147172735,""y"":61.19287374128582,""width"":0.3872966692486445,""keypointlabels"":[""ADR""],""original_width"":1024,""original_height"":512},{""x"":26.103795507358633,""y"":59.798605731990705,""width"":0.3872966692486445,""keypointlabels"":[""ADR""],""original_width"":1024,""original_height"":512},{""x"":26.800929512006196,""y"":63.05189775367932,""width"":0.3872966692486445,""keypointlabels"":[""ADR""],""original_width"":1024,""original_height"":512},{""x"":28.117738187451586,""y"":61.34779240898528,""width"":0.3872966692486445,""keypointlabels"":[""OTHER""],""original_width"":1024,""original_height"":512},{""x"":27.652982184353213,""y"":66.46010844306738,""width"":0.3872966692486445,""keypointlabels"":[""ADR""],""original_width"":1024,""original_height"":512},{""x"":31.061192873741284,""y"":66.61502711076685,""width"":0.3872966692486445,""keypointlabels"":[""OTHER""],""original_width"":1024,""original_height"":512},{""x"":29.666924864446166,""y"":69.713400464756,""width"":0.3872966692486445,""keypointlabels"":[""OTHER""],""original_width"":1024,""original_height"":512},{""x"":31.990704879938033,""y"":72.03718048024787,""width"":0.3872966692486445,""keypointlabels"":[""OTHER""],""original_width"":1024,""original_height"":512},{""x"":29.821843532145625,""y"":74.67079783113864,""width"":0.3872966692486445,""keypointlabels"":[""ADR""],""original_width"":1024,""original_height"":512},{""x"":31.835786212238578,""y"":79.16343919442292,""width"":0.3872966692486445,""keypointlabels"":[""OTHER""],""original_width"":1024,""original_height"":512},{""x"":30.286599535243997,""y"":87.21920991479473,""width"":0.3872966692486445,""keypointlabels"":[""OTHER""],""original_width"":1024,""original_height"":512},{""x"":27.498063516653758,""y"":86.28969790859799,""width"":0.3872966692486445,""keypointlabels"":[""OTHER""],""original_width"":1024,""original_height"":512},{""x"":29.202168861347793,""y"":83.81099922540666,""width"":0.3872966692486445,""keypointlabels"":[""OTHER""],""original_width"":1024,""original_height"":512},{""x"":27.885360185902403,""y"":82.41673121611154,""width"":0.3872966692486445,""keypointlabels"":[""OTHER""],""original_width"":1024,""original_height"":512},{""x"":28.892331525948876,""y"":79.47327652982185,""width"":0.3872966692486445,""keypointlabels"":[""OTHER""],""original_width"":1024,""original_height"":512},{""x"":26.955848179705654,""y"":79.47327652982185,""width"":0.3872966692486445,""keypointlabels"":[""OTHER""],""original_width"":1024,""original_height"":512},{""x"":26.026336173508906,""y"":85.82494190549961,""width"":0.3872966692486445,""keypointlabels"":[""OTHER""],""original_width"":1024,""original_height"":512},{""x"":23.78001549186677,""y"":87.99380325329203,""width"":0.3872966692486445,""keypointlabels"":[""OTHER""],""original_width"":1024,""original_height"":512},{""x"":20.604182804027886,""y"":82.41673121611154,""width"":0.3872966692486445,""keypointlabels"":[""OTHER""],""original_width"":1024,""original_height"":512},{""x"":21.998450813323007,""y"":77.61425251742835,""width"":0.3872966692486445,""keypointlabels"":[""OTHER""],""original_width"":1024,""original_height"":512},{""x"":23.93493415956623,""y"":79.78311386522076,""width"":0.3872966692486445,""keypointlabels"":[""ADR""],""original_width"":1024,""original_height"":512},{""x"":26.64601084430674,""y"":71.72734314484896,""width"":0.3872966692486445,""keypointlabels"":[""ADR""],""original_width"":1024,""original_height"":512},{""x"":26.026336173508906,""y"":67.54453911696359,""width"":0.3872966692486445,""keypointlabels"":[""ADR""],""original_width"":1024,""original_height"":512},{""x"":24.786986831913246,""y"":74.98063516653757,""width"":0.3872966692486445,""keypointlabels"":[""ADR""],""original_width"":1024,""original_height"":512},{""x"":23.625096824167315,""y"":71.26258714175057,""width"":0.3872966692486445,""keypointlabels"":[""OTHER""],""original_width"":1024,""original_height"":512},{""x"":22.927962819519752,""y"":67.07978311386522,""width"":0.3872966692486445,""keypointlabels"":[""OTHER""],""original_width"":1024,""original_height"":512},{""x"":21.68861347792409,""y"":66.92486444616577,""width"":0.3872966692486445,""keypointlabels"":[""OTHER""],""original_width"":1024,""original_height"":512},{""x"":21.06893880712626,""y"":64.13632842757552,""width"":0.3872966692486445,""keypointlabels"":[""OTHER""],""original_width"":1024,""original_height"":512},{""x"":20.449264136328427,""y"":72.34701781564678,""width"":0.3872966692486445,""keypointlabels"":[""OTHER""],""original_width"":1024,""original_height"":512}]",66.116,"2025-05-12T17:20:38.341607Z"
199,"1","2025-05-12T17:20:56.856646Z",242,"/data/upload/5/71e30baf-image_20_D35.png","[{""x"":10.82826747720364,""y"":78.2674772036474,""width"":0.3872966692486445,""keypointlabels"":[""OTHER""],""original_width"":1024,""original_height"":512},{""x"":11.132218844984793,""y"":81.30699088145896,""width"":0.3872966692486445,""keypointlabels"":[""OTHER""],""original_width"":1024,""original_height"":512},{""x"":12.196048632218838,""y"":77.20364741641336,""width"":0.3872966692486445,""keypointlabels"":[""OTHER""],""original_width"":1024,""original_height"":512},{""x"":10.980243161094217,""y"":72.9483282674772,""width"":0.3872966692486445,""keypointlabels"":[""OTHER""],""original_width"":1024,""original_height"":512},{""x"":10.448328267477198,""y"":74.01215805471124,""width"":0.3872966692486445,""keypointlabels"":[""OTHER""],""original_width"":1024,""original_height"":512},{""x"":9.004559270516708,""y"":74.46808510638296,""width"":0.3872966692486445,""keypointlabels"":[""OTHER""],""original_width"":1024,""original_height"":512},{""x"":13.18389057750759,""y"":66.10942249240121,""width"":0.3872966692486445,""keypointlabels"":[""OTHER""],""original_width"":1024,""original_height"":512},{""x"":38.031914893617014,""y"":35.562310030395125,""width"":0.3872966692486445,""keypointlabels"":[""OTHER""],""original_width"":1024,""original_height"":512},{""x"":39.627659574468076,""y"":30.699088145896646,""width"":0.3872966692486445,""keypointlabels"":[""ADR""],""original_width"":1024,""original_height"":512},{""x"":37.72796352583586,""y"":30.547112462006066,""width"":0.3872966692486445,""keypointlabels"":[""ADR""],""original_width"":1024,""original_height"":512},{""x"":36.58814589665653,""y"":29.78723404255318,""width"":0.3872966692486445,""keypointlabels"":[""OTHER""],""original_width"":1024,""original_height"":512},{""x"":37.87993920972644,""y"":27.355623100303944,""width"":0.3872966692486445,""keypointlabels"":[""OTHER""],""original_width"":1024,""original_height"":512}]",16.858,"2025-05-12T17:20:56.856698Z"
